cod_ibge,ente,capital,regiao,uf,esfera,exercicio,populacao,cnpj,valor,instituicao,ente_uf,cores,MicroRegion
1502772,Curionópolis,0,NO,PA,M,2020,17929,22938732000160,1864277.94,Câmara de Vereadores de Curionópolis - PA,Curionópolis-PA,blue,15019
1502806,Curralinho,0,NO,PA,M,2020,34448,04876710000130,1197572.08,Câmara de Vereadores de Curralinho - PA,Curralinho-PA,blue,15005
1502855,Curuá,0,NO,PA,M,2020,14393,01613319000155,882791.46,Câmara de Vereadores de Curuá - PA,Curuá-PA,blue,15002
1502905,Curuçá,0,NO,PA,M,2020,40066,05171939000132,1318265.23,Câmara de Vereadores de Curuçá - PA,Curuçá-PA,blue,15009
1502939,Dom Eliseu,0,NO,PA,M,2020,59719,22953681000145,2701964.67,Câmara de Vereadores de Dom Eliseu - PA,Dom Eliseu-PA,blue,15017
1502954,Eldorado do Carajás,0,NO,PA,M,2020,33808,84139633000175,NA,NA,Eldorado do Carajás-PA,blue,15019
1503002,Faro,0,NO,PA,M,2020,7194,05178272000108,NA,NA,Faro-PA,red,15001
1503044,Floresta do Araguaia,0,NO,PA,M,2020,20304,01613338000181,NA,NA,Floresta do Araguaia-PA,blue,15022
1503077,Garrafão do Norte,0,NO,PA,M,2020,26066,22980940000127,839046.56,Câmara de Vereadores de Garrafão do Norte - PA,Garrafão do Norte-PA,blue,15013
1503093,Goianésia do Pará,0,NO,PA,M,2020,40475,83211433000113,1415346.2,Câmara de Vereadores de Goianésia do Pará - PA,Goianésia do Pará-PA,blue,15017
1503101,Gurupá,0,NO,PA,M,2020,33376,04876397000130,NA,NA,Gurupá-PA,blue,15004
1503200,Igarapé-Açu,0,NO,PA,M,2020,38807,05149117000155,1144833.88,Câmara de Vereadores de Igarapé-Açu - PA,Igarapé-Açu-PA,blue,15010
1503309,Igarapé-Miri,0,NO,PA,M,2020,62698,05191333000169,NA,NA,Igarapé-Miri-PA,blue,15011
1503408,Inhangapi,0,NO,PA,M,2020,11711,05171921000130,628512.26,Câmara de Vereadores de Inhangapi - PA,Inhangapi-PA,blue,15008
1503457,Ipixuna do Pará,0,NO,PA,M,2020,64053,83268011000184,NA,NA,Ipixuna do Pará-PA,blue,15013
1503507,Irituia,0,NO,PA,M,2020,32550,05193123000100,1225110.8,Câmara de Vereadores de Irituia - PA,Irituia-PA,blue,15013
1503606,Itaituba,0,NO,PA,M,2020,101247,05138730000177,5249416.32,Câmara de Vereadores de Itaituba - PA,Itaituba-PA,blue,15014
1503705,Itupiranga,0,NO,PA,M,2020,53269,05077102000129,1939679.14,Câmara de Vereadores de Itupiranga - PA,Itupiranga-PA,blue,15016
1503754,Jacareacanga,0,NO,PA,M,2020,8239,10221745000134,2150384.65,Câmara de Vereadores de Jacareacanga - PA,Jacareacanga-PA,red,15014
1503804,Jacundá,0,NO,PA,M,2020,59155,05854633000180,1505847.47,Câmara de Vereadores de Jacundá - PA,Jacundá-PA,blue,15016
1503903,Juruti,0,NO,PA,M,2020,57943,05257555000137,NA,NA,Juruti-PA,blue,15001
1504000,Limoeiro do Ajuru,0,NO,PA,M,2020,28935,05105168000185,980466.64,Câmara de Vereadores de Limoeiro do Ajuru - PA,Limoeiro do Ajuru-PA,blue,15011
1504059,Mãe do Rio,0,NO,PA,M,2020,30077,05363023000184,1208597.6,Câmara de Vereadores de Mãe do Rio - PA,Mãe do Rio-PA,blue,15013
1504109,Magalhães Barata,0,NO,PA,M,2020,8548,05171947000189,NA,NA,Magalhães Barata-PA,red,15009
1504208,Marabá,0,NO,PA,M,2020,279349,05853163000130,16686789.67,Câmara de Vereadores de Marabá - PA,Marabá-PA,blue,15020
1504307,Maracanã,0,NO,PA,M,2020,29473,04880258000180,NA,NA,Maracanã-PA,blue,15009
1504406,Marapanim,0,NO,PA,M,2020,28336,05171681000174,NA,NA,Marapanim-PA,blue,15009
1504422,Marituba,0,NO,PA,M,2020,131521,01611666000149,5107184.48,Câmara de Vereadores de Marituba - PA,Marituba-PA,blue,15007
1504455,Medicilândia,0,NO,PA,M,2020,31597,34593525000108,1505681.53,Câmara de Vereadores de Medicilândia - PA,Medicilândia-PA,blue,15015
1504505,Melgaço,0,NO,PA,M,2020,27654,04876470000174,NA,NA,Melgaço-PA,blue,15004
1504604,Mocajuba,0,NO,PA,M,2020,31136,05846704000101,977441.86,Câmara de Vereadores de Mocajuba - PA,Mocajuba-PA,blue,15011
1504703,Moju,0,NO,PA,M,2020,82094,05105135000135,2795943.52,Câmara de Vereadores de Moju - PA,Moju-PA,blue,15012
1504752,Mojuí dos Campos,0,NO,PA,M,2020,16084,17349848000123,976502.46,Câmara de Vereadores de Mojuí dos Campos,Mojuí dos Campos-PA,blue,15002
1504802,Monte Alegre,0,NO,PA,M,2020,58032,04838496000128,2467538.55,Câmara de Vereadores de Monte Alegre - PA,Monte Alegre-PA,blue,15002
1504901,Muaná,0,NO,PA,M,2020,40349,05105200000122,1359942.83,Câmara de Vereadores de Muaná - PA,Muaná-PA,blue,15006
1504950,Nova Esperança do Piriá,0,NO,PA,M,2020,21368,84263862000105,NA,NA,Nova Esperança do Piriá-PA,blue,15013
1504976,Nova Ipixuna,0,NO,PA,M,2020,16678,01612215000126,725356.27,Câmara de Vereadores de Nova Ipixuna - PA,Nova Ipixuna-PA,blue,15016
1505007,Nova Timboteua,0,NO,PA,M,2020,15363,05149125000100,725841.37,Câmara de Vereadores de Nova Timboteua - PA,Nova Timboteua-PA,blue,15010
1505031,Novo Progresso,0,NO,PA,M,2020,25762,10221786000120,NA,NA,Novo Progresso-PA,blue,15014
1505064,Novo Repartimento,0,NO,PA,M,2020,75919,34626416000131,NA,NA,Novo Repartimento-PA,blue,15016
1505106,Óbidos,0,NO,PA,M,2020,52137,05131180000164,NA,NA,Óbidos-PA,blue,15001
1505205,Oeiras do Pará,0,NO,PA,M,2020,32512,04876413000195,NA,NA,Oeiras do Pará-PA,blue,15011
1505304,Oriximiná,0,NO,PA,M,2020,73096,05131081000182,5695506.23,Câmara de Vereadores de Oriximiná - PA,Oriximiná-PA,blue,15001
1505403,Ourém,0,NO,PA,M,2020,17842,05149133000148,NA,NA,Ourém-PA,blue,15013
1505437,Ourilândia do Norte,0,NO,PA,M,2020,32832,22980643000181,2883685.83,Câmara de Vereadores de Ourilândia do Norte - PA,Ourilândia do Norte-PA,blue,15018
1505486,Pacajá,0,NO,PA,M,2020,47706,22981427000150,2059488.23,Câmara de Vereadores de Pacajá - PA,Pacajá-PA,blue,15015
1505494,Palestina do Pará,0,NO,PA,M,2020,7589,83211417000120,554108.93,Câmara de Vereadores de Palestina do Pará - PA,Palestina do Pará-PA,red,15020
1505502,Paragominas,0,NO,PA,M,2020,113145,05193057000178,5558334.06,Câmara de Vereadores de Paragominas - PA,Paragominas-PA,blue,15017
1505536,Parauapebas,0,NO,PA,M,2020,208273,22980999000115,23586080.63,Câmara de Vereadores de Parauapebas - PA,Parauapebas-PA,blue,15019
1505551,Pau D'Arco,0,NO,PA,M,2020,5483,34671016000148,603645.01,Câmara de Vereadores de Pau D'Arco - PA,Pau D'Arco-PA,red,15021
1505601,Peixe-Boi,0,NO,PA,M,2020,8077,05149158000141,516707.28,Câmara de Vereadores de Peixe-Boi - PA,Peixe-Boi-PA,red,15010
1505635,Piçarra,0,NO,PA,M,2020,12981,01612163000198,809170.76,Câmara de Vereadores de Piçarra - PA,Piçarra-PA,blue,15021
1505650,Placas,0,NO,PA,M,2020,30982,01611858000155,NA,NA,Placas-PA,blue,15002
1505700,Ponta de Pedras,0,NO,PA,M,2020,31082,05132436000158,1117607.52,Câmara de Vereadores de Ponta de Pedras - PA,Ponta de Pedras-PA,blue,15006
1505809,Portel,0,NO,PA,M,2020,62043,04876447000180,1692185.48,Câmara de Vereadores de Portel - PA,Portel-PA,blue,15004
1505908,Porto de Moz,0,NO,PA,M,2020,41135,05183827000100,NA,NA,Porto de Moz-PA,blue,15003
1506005,Prainha,0,NO,PA,M,2020,29866,04860854000107,1077580.1,Câmara de Vereadores de Prainha - PA,Prainha-PA,blue,15002
1506104,Primavera,0,NO,PA,M,2020,10825,05149141000194,814356.61,Câmara de Vereadores de Primavera - PA,Primavera-PA,blue,15010
1506112,Quatipuru,0,NO,PA,M,2020,13608,01612367000129,612337.51,Câmara de Vereadores de Quatipuru - PA,Quatipuru-PA,blue,15010
1506138,Redenção,0,NO,PA,M,2020,84787,04144168000121,3920780.21,Câmara de Vereadores de Redenção - PA,Redenção-PA,blue,15021
1506161,Rio Maria,0,NO,PA,M,2020,18193,04144176000178,1614434.45,Câmara de Vereadores de Rio Maria - PA,Rio Maria-PA,blue,15021
1506187,Rondon do Pará,0,NO,PA,M,2020,52357,04780953000170,2122179.32,Câmara de Vereadores de Rondon do Pará - PA,Rondon do Pará-PA,blue,15017
1506195,Rurópolis,0,NO,PA,M,2020,50510,10222297000193,1631403.96,Câmara de Vereadores de Rurópolis - PA,Rurópolis-PA,blue,15014
1506203,Salinópolis,0,NO,PA,M,2020,40675,05149166000198,NA,NA,Salinópolis-PA,blue,15009
1506302,Salvaterra,0,NO,PA,M,2020,23752,04888517000110,996858.67,Câmara de Vereadores de Salvaterra - PA,Salvaterra-PA,blue,15006
1506351,Santa Bárbara do Pará,0,NO,PA,M,2020,21079,83334698000109,998018.29,Câmara de Vereadores de Santa Bárbara do Pará - PA,Santa Bárbara do Pará-PA,blue,15007
1506401,Santa Cruz do Arari,0,NO,PA,M,2020,10128,04888830000158,400299.82,Câmara de Vereadores de Santa Cruz do Arari - PA,Santa Cruz do Arari-PA,blue,15006
1506500,Santa Izabel do Pará,0,NO,PA,M,2020,70801,05171699000176,2242575.01,Câmara de Vereadores de Santa Izabel do Pará - PA,Santa Izabel do Pará-PA,blue,15008
1506559,Santa Luzia do Pará,0,NO,PA,M,2020,19848,63887848000102,NA,NA,Santa Luzia do Pará-PA,blue,15013
1506583,Santa Maria das Barreiras,0,NO,PA,M,2020,21449,10249381000109,1281611.08,Câmara de Vereadores de Santa Maria das Barreiras - PA,Santa Maria das Barreiras-PA,blue,15022
1506609,Santa Maria do Pará,0,NO,PA,M,2020,24861,05149174000134,1192390.19,Câmara de Vereadores de Santa Maria do Pará - PA,Santa Maria do Pará-PA,blue,15010
1506708,Santana do Araguaia,0,NO,PA,M,2020,72817,05832977000199,2702185.24,Câmara de Vereadores de Santana do Araguaia - PA,Santana do Araguaia-PA,blue,15022
1506807,Santarém,0,NO,PA,M,2020,304589,05182233000176,10785628.9,Câmara de Vereadores de Santarém - PA,Santarém-PA,blue,15002
1506906,Santarém Novo,0,NO,PA,M,2020,6709,05149182000180,NA,NA,Santarém Novo-PA,red,15010
1507003,Santo Antônio do Tauá,0,NO,PA,M,2020,31482,05059936000101,1147085.7,Câmara de Vereadores de Santo Antônio do Tauá - PA,Santo Antônio do Tauá-PA,blue,15008
1507102,São Caetano de Odivelas,0,NO,PA,M,2020,18050,05351614000131,NA,NA,São Caetano de Odivelas-PA,blue,15009
1507151,São Domingos do Araguaia,0,NO,PA,M,2020,25557,83211391000110,1116996.26,Câmara de Vereadores de São Domingos do Araguaia - PA,São Domingos do Araguaia-PA,blue,15020
1507201,São Domingos do Capim,0,NO,PA,M,2020,31989,05193115000163,NA,NA,São Domingos do Capim-PA,blue,15013
1507300,São Félix do Xingu,0,NO,PA,M,2020,128481,05421300000168,3595709.82,Câmara de Vereadores de São Félix do Xingu - PA,São Félix do Xingu-PA,blue,15018
1507409,São Francisco do Pará,0,NO,PA,M,2020,15882,05125992000105,691316.35,Câmara de Vereadores de São Francisco do Pará - PA,São Francisco do Pará-PA,blue,15010
1507458,São Geraldo do Araguaia,0,NO,PA,M,2020,24847,10249241000122,797684.61,Câmara de Vereadores de São Geraldo do Araguaia - PA,São Geraldo do Araguaia-PA,blue,15021
1507466,São João da Ponta,0,NO,PA,M,2020,6139,01613320000180,NA,NA,São João da Ponta-PA,red,15009
1507474,São João de Pirabas,0,NO,PA,M,2020,23045,22981153000108,941673.02,Câmara de Vereadores de São João de Pirabas - PA,São João de Pirabas-PA,blue,15009
1507508,São João do Araguaia,0,NO,PA,M,2020,13996,05854534000107,NA,NA,São João do Araguaia-PA,blue,15020
1507607,São Miguel do Guamá,0,NO,PA,M,2020,58986,05193073000160,1890859.22,Câmara de Vereadores de São Miguel do Guamá - PA,São Miguel do Guamá-PA,blue,15013
1507706,São Sebastião da Boa Vista,0,NO,PA,M,2020,26640,05105143000181,NA,NA,São Sebastião da Boa Vista-PA,blue,15005
1507755,Sapucaia,0,NO,PA,M,2020,5930,01617317000134,NA,NA,Sapucaia-PA,red,15021
1507805,Senador José Porfírio,0,NO,PA,M,2020,11658,05421110000140,934013.96,Câmara de Vereadores de Senador José Porfírio - PA,Senador José Porfírio-PA,blue,15015
1507904,Soure,0,NO,PA,M,2020,25374,05133863000150,NA,NA,Soure-PA,blue,15006
1507953,Tailândia,0,NO,PA,M,2020,106339,22941355000118,NA,NA,Tailândia-PA,blue,15012
1507961,Terra Alta,0,NO,PA,M,2020,11720,34823518000147,609456.3,Câmara de Vereadores de Terra Alta - PA,Terra Alta-PA,blue,15009
1507979,Terra Santa,0,NO,PA,M,2020,18769,23060866000193,1353626.44,Câmara de Vereadores de Terra Santa - PA,Terra Santa-PA,blue,15001
1508001,Tomé-Açu,0,NO,PA,M,2020,63447,05196530000170,2152191.62,Câmara de Vereadores de Tomé-Açu - PA,Tomé-Açu-PA,blue,15012
1508035,Tracuateua,0,NO,PA,M,2020,30959,01612999000192,1127994.58,Câmara de Vereadores de Tracuateua - PA,Tracuateua-PA,blue,15010
1508050,Trairão,0,NO,PA,M,2020,18989,10221760000182,1174600.63,Câmara de Vereadores de Trairão - PA,Trairão-PA,blue,15014
1508084,Tucumã,0,NO,PA,M,2020,39602,22981088000102,1836433.58,Câmara de Vereadores de Tucumã - PA,Tucumã-PA,blue,15018
1508100,Tucuruí,0,NO,PA,M,2020,113659,05251632000141,10404374.14,Câmara de Vereadores de Tucuruí - PA,Tucuruí-PA,blue,15016
1508126,Ulianópolis,0,NO,PA,M,2020,59210,83334672000160,2084312.83,Câmara de Vereadores de Ulianópolis - PA,Ulianópolis-PA,blue,15017
1508159,Uruará,0,NO,PA,M,2020,45476,34593541000192,1487558.37,Câmara de Vereadores de Uruará - PA,Uruará-PA,blue,15015
1508209,Vigia,0,NO,PA,M,2020,53686,05351606000195,NA,NA,Vigia-PA,blue,15009
1508308,Viseu,0,NO,PA,M,2020,61403,04873618000117,1301759.63,Câmara de Vereadores de Viseu - PA,Viseu-PA,blue,15013
1508357,Vitória do Xingu,0,NO,PA,M,2020,15134,34887935000153,NA,NA,Vitória do Xingu-PA,blue,15015
1508407,Xinguara,0,NO,PA,M,2020,44751,04144150000120,3370833.45,Câmara de Vereadores de Xinguara - PA,Xinguara-PA,blue,15021
1600055,Serra do Navio,0,NO,AP,M,2020,5397,34925230000183,386472.78,Câmara de Vereadores de Serra do Navio - AP,Serra do Navio-AP,red,16003
1600105,Amapá,0,NO,AP,M,2020,9109,05989116000119,448351.08,Câmara de Vereadores de Amapá - AP,Amapá-AP,red,16002
1600154,Pedra Branca do Amapari,0,NO,AP,M,2020,16502,34925131000100,1284382.4,Câmara de Vereadores de Pedra Branca do Amapari - AP,Pedra Branca do Amapari-AP,blue,16003
1600204,Calçoene,0,NO,AP,M,2020,11117,05990437000133,NA,NA,Calçoene-AP,blue,16001
1600212,Cutias,0,NO,AP,M,2020,5983,34925198000136,NA,NA,Cutias-AP,red,16003
1600238,Ferreira Gomes,0,NO,AP,M,2020,7780,23066814000124,938161.1,Câmara de Vereadores de Ferreira Gomes - AP,Ferreira Gomes-AP,red,16003
1600253,Itaubal,0,NO,AP,M,2020,5503,34925214000190,NA,NA,Itaubal-AP,red,16003
1600279,Laranjal do Jari,0,NO,AP,M,2020,50410,23066905000160,1358227.7,Câmara de Vereadores de Laranjal do Jari - AP,Laranjal do Jari-AP,blue,16004
1600303,Macapá,1,NO,AP,M,2020,503327,05995766000177,19714986.96,Câmara de Vereadores de Macapá - AP,Macapá-AP,blue,16003
1600402,Mazagão,0,NO,AP,M,2020,21632,05986427000124,NA,NA,Mazagão-AP,blue,16004
1600501,Oiapoque,0,NO,AP,M,2020,27270,05990445000180,818459.22,Câmara de Vereadores de Oiapoque - AP,Oiapoque-AP,blue,16001
1600535,Porto Grande,0,NO,AP,M,2020,21971,34925206000144,591386.6,Câmara de Vereadores de Porto Grande - AP,Porto Grande-AP,blue,16003
1600550,Pracuúba,0,NO,AP,M,2020,5120,34925222000137,289343.28,Câmara de Vereadores de Pracuúba - AP,Pracuúba-AP,red,16002
1600600,Santana,0,NO,AP,M,2020,121364,23066640000108,3840365.29,Câmara de Vereadores de Santana - AP,Santana-AP,blue,16003
1600709,Tartarugalzinho,0,NO,AP,M,2020,17315,23066632000153,471877.29,Câmara de Vereadores de Tartarugalzinho - AP,Tartarugalzinho-AP,blue,16002
1600808,Vitória do Jari,0,NO,AP,M,2020,15931,00720553000119,539832.63,Câmara de Vereadores de Vitória do Jari - AP,Vitória do Jari-AP,blue,16004
1700251,Abreulândia,0,CO,TO,M,2020,2579,37425451000180,385747.92,Câmara de Vereadores de Abreulândia - TO,Abreulândia-TO,red,17003
1700301,Aguiarnópolis,0,CO,TO,M,2020,6733,01634074000142,651455.67,Câmara de Vereadores de Aguiarnópolis - TO,Aguiarnópolis-TO,red,17001
1700350,Aliança do Tocantins,0,CO,TO,M,2020,5390,25042219000184,NA,NA,Aliança do Tocantins-TO,red,17005
1700400,Almas,0,CO,TO,M,2020,7055,01138551000189,NA,NA,Almas-TO,red,17008
1700707,Alvorada,0,CO,TO,M,2020,8412,01800242000122,983371.01,Câmara de Vereadores de Alvorada - TO,Alvorada-TO,red,17005
1701002,Ananás,0,CO,TO,M,2020,9549,00237362000109,488771.05,Câmara de Vereadores de Ananás - TO,Ananás-TO,red,17001
1701051,Angico,0,CO,TO,M,2020,3433,25064098000171,433716.09,Câmara de Vereadores de Angico - TO,Angico-TO,red,17001
1701101,Aparecida do Rio Negro,0,CO,TO,M,2020,4795,25086638000118,434591.85,Câmara de Vereadores de Aparecida do Rio Negro - TO,Aparecida do Rio Negro-TO,red,17006
1701309,Aragominas,0,CO,TO,M,2020,5758,25063884000154,436136.22,Câmara de Vereadores de Aragominas - TO,Aragominas-TO,red,17002
1701903,Araguacema,0,CO,TO,M,2020,7086,02070621000177,503552.31,Câmara de Vereadores de Araguacema - TO,Araguacema-TO,red,17003
1702000,Araguaçu,0,CO,TO,M,2020,8517,02391407000112,772780.05,Câmara de Vereadores de Araguaçu - TO,Araguaçu-TO,red,17004
1702109,Araguaína,0,CO,TO,M,2020,180470,01830793000139,8985972.06,Câmara de Vereadores de Araguaína - TO,Araguaína-TO,blue,17002
1702158,Araguanã,0,CO,TO,M,2020,5729,25063892000109,451141.46,Câmara de Vereadores de Araguanã - TO,Araguanã-TO,red,17002
1702208,Araguatins,0,CO,TO,M,2020,35761,01237403000111,1254532.03,Câmara de Vereadores de Araguatins - TO,Araguatins-TO,blue,17001
1702307,Arapoema,0,CO,TO,M,2020,6643,00237370000147,495289.58,Câmara de Vereadores de Arapoema - TO,Arapoema-TO,red,17002
1702406,Arraias,0,CO,TO,M,2020,10567,01125780000169,710934.66,Câmara de Vereadores de Arraias - TO,Arraias-TO,blue,17008
1702554,Augustinópolis,0,CO,TO,M,2020,18412,00237206000130,924622.61,Câmara de Vereadores de Augustinópolis - TO,Augustinópolis-TO,blue,17001
1702703,Aurora do Tocantins,0,CO,TO,M,2020,3757,01067107000110,401042.09,Câmara de Vereadores de Aurora do Tocantins - TO,Aurora do Tocantins-TO,red,17008
1702901,Axixá do Tocantins,0,CO,TO,M,2020,9756,00766725000195,NA,NA,Axixá do Tocantins-TO,red,17001
1703008,Babaçulândia,0,CO,TO,M,2020,10664,02401248000190,574966.38,Câmara de Vereadores de Babaçulândia - TO,Babaçulândia-TO,blue,17002
1703057,Bandeirantes do Tocantins,0,CO,TO,M,2020,3553,01612819000172,542777.07,Câmara de Vereadores de Bandeirantes do Tocantins - TO,Bandeirantes do Tocantins-TO,red,17002
1703073,Barra do Ouro,0,CO,TO,M,2020,4591,01612818000128,360799.22,Câmara de Vereadores de Barra do Ouro - TO,Barra do Ouro-TO,red,17007
1703107,Barrolândia,0,CO,TO,M,2020,5632,24851453000190,430265,Câmara de Vereadores de Barrolândia - TO,Barrolândia-TO,red,17003
1703206,Bernardo Sayão,0,CO,TO,M,2020,4459,25086596000115,431271.1,Câmara de Vereadores de Bernardo Sayão - TO,Bernardo Sayão-TO,red,17003
1703305,Bom Jesus do Tocantins,0,CO,TO,M,2020,4894,37420775000126,NA,NA,Bom Jesus do Tocantins-TO,red,17006
1703602,Brasilândia do Tocantins,0,CO,TO,M,2020,2201,37420718000147,441922.24,Câmara de Vereadores de Brasilândia do Tocantins - TO,Brasilândia do Tocantins-TO,red,17003
1703701,Brejinho de Nazaré,0,CO,TO,M,2020,5497,02884153000174,456858.8,Câmara de Vereadores de Brejinho de Nazaré - TO,Brejinho de Nazaré-TO,red,17005
1703800,Buriti do Tocantins,0,CO,TO,M,2020,11348,25061722000187,522051.01,Câmara de Vereadores de Buriti do Tocantins - TO,Buriti do Tocantins-TO,blue,17001
1703826,Cachoeirinha,0,CO,TO,M,2020,2275,25064064000187,415358.36,Câmara de Vereadores de Cachoeirinha - TO,Cachoeirinha-TO,red,17001
1703842,Campos Lindos,0,CO,TO,M,2020,10116,25063959000105,702718.02,Câmara de Vereadores de Campos Lindos - TO,Campos Lindos-TO,blue,17007
1703867,Cariri do Tocantins,0,CO,TO,M,2020,4382,37344397000149,NA,NA,Cariri do Tocantins-TO,red,17005
1703883,Carmolândia,0,CO,TO,M,2020,2580,25063868000161,353588.41,Câmara de Vereadores de Carmolândia - TO,Carmolândia-TO,red,17002
1703891,Carrasco Bonito,0,CO,TO,M,2020,4095,25064023000190,419563.99,Câmara de Vereadores de Carrasco Bonito - TO,Carrasco Bonito-TO,red,17001
1703909,Caseara,0,CO,TO,M,2020,5369,24851487000184,439771.38,Câmara de Vereadores de Caseara - TO,Caseara-TO,red,17003
1704105,Centenário,0,CO,TO,M,2020,2905,37420676000144,NA,NA,Centenário-TO,red,17007
1704600,Chapada de Areia,0,CO,TO,M,2020,1406,01625984000169,NA,NA,Chapada de Areia-TO,red,17004
1705102,Chapada da Natividade,0,CO,TO,M,2020,3333,01613086000190,400972.22,Câmara de Vereadores de Chapada da Natividade - TO,Chapada da Natividade-TO,red,17008
1705508,Colinas do Tocantins,0,CO,TO,M,2020,35424,01795483000120,1747664.43,Câmara de Vereadores de Colinas do Tocantins - TO,Colinas do Tocantins-TO,blue,17002
1705557,Combinado,0,CO,TO,M,2020,4852,33255043000177,403637.08,Câmara de Vereadores de Combinado - TO,Combinado-TO,red,17008
1705607,Conceição do Tocantins,0,CO,TO,M,2020,4105,01067149000150,NA,NA,Conceição do Tocantins-TO,red,17008
1706001,Couto Magalhães,0,CO,TO,M,2020,5588,02133098000180,441285.17,Câmara de Vereadores de Couto Magalhães - TO,Couto Magalhães-TO,red,17003
1706100,Cristalândia,0,CO,TO,M,2020,7289,01067156000152,576607.66,Câmara de Vereadores de Cristalândia - TO,Cristalândia-TO,red,17004
1706258,Crixás do Tocantins,0,CO,TO,M,2020,1722,01612821000141,NA,NA,Crixás do Tocantins-TO,red,17005
1706506,Darcinópolis,0,CO,TO,M,2020,6097,25064072000123,NA,NA,Darcinópolis-TO,red,17001
1707009,Dianópolis,0,CO,TO,M,2020,22139,01138957000161,1195419.1,Câmara de Vereadores de Dianópolis - TO,Dianópolis-TO,blue,17008
1707108,Divinópolis do Tocantins,0,CO,TO,M,2020,6900,24851461000136,531144.14,Câmara de Vereadores de Divinópolis do Tocantins - TO,Divinópolis do Tocantins-TO,red,17003
