cod_ibge,ente,capital,regiao,uf,esfera,exercicio,populacao,cnpj,valor,instituicao,ente_uf,cores,MicroRegion
3517802,Guaraçaí,0,SE,SP,M,2020,8323,51104552000180,754512.7,Câmara de Vereadores de Guaraçaí - SP,Guaraçaí-SP,red,35016
3517901,Guaraci,0,SE,SP,M,2020,11188,46596318000188,1031342.56,Câmara de Vereadores de Guaraci - SP,Guaraci-SP,blue,35004
3518008,Guarani d'Oeste,0,SE,SP,M,2020,2000,45115391000128,NA,NA,Guarani d'Oeste-SP,red,35002
3518107,Guarantã,0,SE,SP,M,2020,6664,46187506000152,866917.01,Câmara de Vereadores de Guarantã - SP,Guarantã-SP,red,35020
3518206,Guararapes,0,SE,SP,M,2020,32939,48468284000171,1682969.53,Câmara de Vereadores de Guararapes - SP,Guararapes-SP,blue,35017
3518305,Guararema,0,SE,SP,M,2020,29798,46523262000131,1499956.05,Câmara de Vereadores de Guararema - SP,Guararema-SP,blue,35062
3518404,Guaratinguetá,0,SE,SP,M,2020,121798,46680500000112,10108492.86,Câmara de Vereadores de Guaratinguetá - SP,Guaratinguetá-SP,blue,35051
3518503,Guareí,0,SE,SP,M,2020,18520,46634267000131,802580.22,Câmara de Vereadores de Guareí - SP,Guareí-SP,blue,35042
3518602,Guariba,0,SE,SP,M,2020,40105,48664304000180,2750150.14,Câmara de Vereadores de Guariba - SP,Guariba-SP,blue,35013
3518701,Guarujá,0,SE,SP,M,2020,320459,44959021000104,30147133.8,Câmara de Vereadores de Guarujá - SP,Guarujá-SP,blue,35063
3518800,Guarulhos,0,SE,SP,M,2020,1379182,46319000000150,85096581.49,Câmara de Vereadores de Guarulhos - SP,Guarulhos-SP,blue,35059
3518859,Guatapará,0,SE,SP,M,2020,7656,68319748000195,913733.9,Câmara de Vereadores de Guatapará - SP,Guatapará-SP,red,35014
3518909,Guzolândia,0,SE,SP,M,2020,5267,45746112000124,678720.11,Câmara de Vereadores de Guzolândia - SP,Guzolândia-SP,red,35006
3519006,Herculândia,0,SE,SP,M,2020,9526,44568277000190,697785.82,Câmara de Vereadores de Herculândia - SP,Herculândia-SP,red,35037
3519055,Holambra,0,SE,SP,M,2020,14930,67172437000183,1627384.84,Câmara de Vereadores de Holambra - SP,Holambra-SP,blue,35032
3519071,Hortolândia,0,SE,SP,M,2020,230851,67995027000132,22425676.84,Câmara de Vereadores de Hortolândia - SP,Hortolândia-SP,blue,35032
3519105,Iacanga,0,SE,SP,M,2020,11710,46137477000114,629565.51,Câmara de Vereadores de Iacanga - SP,Iacanga-SP,blue,35020
3519204,Iacri,0,SE,SP,M,2020,6321,45547395000185,751596,Câmara de Vereadores de Iacri - SP,Iacri-SP,red,35037
3519253,Iaras,0,SE,SP,M,2020,9240,57263949000100,758880.61,Câmara de Vereadores de Iaras - SP,Iaras-SP,red,35022
3519303,Ibaté,0,SE,SP,M,2020,35104,45355575000165,1219388.7,Câmara de Vereadores de Ibaté - SP,Ibaté-SP,blue,35025
3519402,Ibirá,0,SE,SP,M,2020,12393,45158193000141,922563.84,Câmara de Vereadores de Ibirá - SP,Ibirá-SP,blue,35004
3519501,Ibirarema,0,SE,SP,M,2020,7753,46211694000107,572055.51,Câmara de Vereadores de Ibirarema - SP,Ibirarema-SP,red,35039
3519600,Ibitinga,0,SE,SP,M,2020,60033,45321460000150,2757131.06,Câmara de Vereadores de Ibitinga - SP,Ibitinga-SP,blue,35024
3519709,Ibiúna,0,SE,SP,M,2020,78878,46634531000137,6321814.89,Câmara de Vereadores de Ibiúna - SP,Ibiúna-SP,blue,35045
3519808,Icém,0,SE,SP,M,2020,8243,45726742000137,1089250.66,Câmara de Vereadores de Icém - SP,Icém-SP,red,35004
3519907,Iepê,0,SE,SP,M,2020,8159,49345911000140,806289.91,Câmara de Vereadores de Iepê - SP,Iepê-SP,red,35039
3520004,Igaraçu do Tietê,0,SE,SP,M,2020,24674,44498467000189,962612.61,Câmara de Vereadores de Igaraçu do Tietê - SP,Igaraçu do Tietê-SP,blue,35021
3520103,Igarapava,0,SE,SP,M,2020,30432,45324290000167,NA,NA,Igarapava-SP,blue,35011
3520202,Igaratá,0,SE,SP,M,2020,9534,46694147000120,1145979.18,Câmara de Vereadores de Igaratá - SP,Igaratá-SP,red,35050
3520301,Iguape,0,SE,SP,M,2020,30857,45550167000164,2156745.46,Câmara de Vereadores de Iguape - SP,Iguape-SP,blue,35055
3520400,Ilhabela,0,SE,SP,M,2020,34970,46482865000132,4879672.71,Câmara de Vereadores de Ilhabela - SP,Ilhabela-SP,blue,35054
3520426,Ilha Comprida,0,SE,SP,M,2020,11166,64037872000107,1913287.12,Câmara de Vereadores de Ilha Comprida - SP,Ilha Comprida-SP,blue,35055
3520442,Ilha Solteira,0,SE,SP,M,2020,26686,59754648000104,2576337.75,Câmara de Vereadores de Ilha Solteira - SP,Ilha Solteira-SP,blue,35016
3520509,Indaiatuba,0,SE,SP,M,2020,251627,44733608000109,10389401.8,Câmara de Vereadores de Indaiatuba - SP,Indaiatuba-SP,blue,35032
3520608,Indiana,0,SE,SP,M,2020,4885,49520133000188,334279.59,Câmara de Vereadores de Indiana - SP,Indiana-SP,red,35036
3520707,Indiaporã,0,SE,SP,M,2020,3897,46947396000180,611438.48,Câmara de Vereadores de Indiaporã - SP,Indiaporã-SP,red,35002
3520806,Inúbia Paulista,0,SE,SP,M,2020,3991,44919611000103,696003.76,Câmara de Vereadores de Inúbia Paulista - SP,Inúbia Paulista-SP,red,35035
3520905,Ipaussu,0,SE,SP,M,2020,14971,44563583000134,1284690.47,Câmara de Vereadores de Ipaussu - SP,Ipaussu-SP,blue,35040
3521002,Iperó,0,SE,SP,M,2020,37133,46634085000160,1835798.31,Câmara de Vereadores de Iperó - SP,Iperó-SP,blue,35046
3521101,Ipeúna,0,SE,SP,M,2020,7546,44660603000195,774655.95,Câmara de Vereadores de Ipeúna - SP,Ipeúna-SP,red,35026
3521150,Ipiguá,0,SE,SP,M,2020,5392,01528506000130,437370.78,Câmara de Vereadores de Ipiguá - SP,Ipiguá-SP,red,35004
3521200,Iporanga,0,SE,SP,M,2020,4218,46634283000124,NA,NA,Iporanga-SP,red,35044
3521309,Ipuã,0,SE,SP,M,2020,16409,49556863000139,1071013.58,Câmara de Vereadores de Ipuã - SP,Ipuã-SP,blue,35010
3521408,Iracemápolis,0,SE,SP,M,2020,24235,45786159000111,2042035.07,Câmara de Vereadores de Iracemápolis - SP,Iracemápolis-SP,blue,35027
3521507,Irapuã,0,SE,SP,M,2020,7993,45158532000190,817055.3,Câmara de Vereadores de Irapuã - SP,Irapuã-SP,red,35008
3521606,Irapuru,0,SE,SP,M,2020,8294,44926723000191,739437.12,Câmara de Vereadores de Irapuru - SP,Irapuru-SP,red,35035
3521705,Itaberá,0,SE,SP,M,2020,17556,46634374000160,1504799.09,Câmara de Vereadores de Itaberá - SP,Itaberá-SP,blue,35041
3521804,Itaí,0,SE,SP,M,2020,27125,46634200000105,2452851.91,Câmara de Vereadores de Itaí - SP,Itaí-SP,blue,35022
3521903,Itajobi,0,SE,SP,M,2020,15262,45126851000113,1139485.99,Câmara de Vereadores de Itajobi - SP,Itajobi-SP,blue,35008
3522000,Itaju,0,SE,SP,M,2020,3835,44496313000158,599318.65,Câmara de Vereadores de Itaju - SP,Itaju-SP,red,35021
3522109,Itanhaém,0,SE,SP,M,2020,101816,46578498000175,6742285.75,Câmara de Vereadores de Itanhaém - SP,Itanhaém-SP,blue,35056
3522158,Itaóca,0,SE,SP,M,2020,3328,67360362000164,528170.68,Câmara de Vereadores de Itaóca - SP,Itaóca-SP,red,35044
3522208,Itapecerica da Serra,0,SE,SP,M,2020,175693,46523130000100,8673309.05,Câmara de Vereadores de Itapecerica da Serra - SP,Itapecerica da Serra-SP,blue,35060
3522307,Itapetininga,0,SE,SP,M,2020,163901,46634291000170,7601365.54,Câmara de Vereadores de Itapetininga - SP,Itapetininga-SP,blue,35042
3522406,Itapeva,0,SE,SP,M,2020,94354,46634358000177,6674321.97,Câmara de Vereadores de Itapeva - SP,Itapeva-SP,blue,35041
3522505,Itapevi,0,SE,SP,M,2020,237700,46523031000128,17059171.92,Câmara de Vereadores de Itapevi - SP,Itapevi-SP,blue,35057
3522604,Itapira,0,SE,SP,M,2020,74773,45281144000100,2402564.03,Câmara de Vereadores de Itapira - SP,Itapira-SP,blue,35031
3522653,Itapirapuã Paulista,0,SE,SP,M,2020,4241,67360438000151,584390.72,Câmara de Vereadores de Itapirapuã Paulista - SP,Itapirapuã Paulista-SP,red,35044
3522703,Itápolis,0,SE,SP,M,2020,43120,49979255000137,2053610.85,Câmara de Vereadores de Itápolis - SP,Itápolis-SP,blue,35024
3522802,Itaporanga,0,SE,SP,M,2020,15149,46634408000116,1133612.53,Câmara de Vereadores de Itaporanga - SP,Itaporanga-SP,blue,35041
3522901,Itapuí,0,SE,SP,M,2020,13992,46189726000115,720960.37,Câmara de Vereadores de Itapuí - SP,Itapuí-SP,blue,35021
3523008,Itapura,0,SE,SP,M,2020,4906,44447126000184,918486.84,Câmara de Vereadores de Itapura - SP,Itapura-SP,red,35016
3523107,Itaquaquecetuba,0,SE,SP,M,2020,370821,46316600000164,10984168.56,Câmara de Vereadores de Itaquaquecetuba - SP,Itaquaquecetuba-SP,blue,35062
3523206,Itararé,0,SE,SP,M,2020,50503,46634390000152,3096700.71,Câmara de Vereadores de Itararé - SP,Itararé-SP,blue,35041
3523305,Itariri,0,SE,SP,M,2020,17436,46578522000176,1074565.5,Câmara de Vereadores de Itariri - SP,Itariri-SP,blue,35056
3523404,Itatiba,0,SE,SP,M,2020,120858,50122571000177,8644902.78,Câmara de Vereadores de Itatiba - SP,Itatiba-SP,blue,35048
3523503,Itatinga,0,SE,SP,M,2020,20697,46634127000163,1561651.67,Câmara de Vereadores de Itatinga - SP,Itatinga-SP,blue,35022
3523602,Itirapina,0,SE,SP,M,2020,18157,46313714000150,1771564.03,Câmara de Vereadores de Itirapina - SP,Itirapina-SP,blue,35026
3523701,Itirapuã,0,SE,SP,M,2020,6499,45317955000105,482507.68,Câmara de Vereadores de Itirapuã - SP,Itirapuã-SP,red,35012
3523800,Itobi,0,SE,SP,M,2020,7841,45735461000140,736736.52,Câmara de Vereadores de Itobi - SP,Itobi-SP,red,35030
3523909,Itu,0,SE,SP,M,2020,173939,46634440000100,10278662.05,Câmara de Vereadores de Itu - SP,Itu-SP,blue,35046
3524006,Itupeva,0,SE,SP,M,2020,61252,45780061000157,8242849.51,Câmara de Vereadores de Itupeva - SP,Itupeva-SP,blue,35047
3524105,Ituverava,0,SE,SP,M,2020,41824,46710422000151,3389172.34,Câmara de Vereadores de Ituverava - SP,Ituverava-SP,blue,35011
3524204,Jaborandi,0,SE,SP,M,2020,6929,52382702000180,685937.37,Câmara de Vereadores de Jaborandi - SP,Jaborandi-SP,red,35010
3524303,Jaboticabal,0,SE,SP,M,2020,77263,50387844000105,7375164.18,Câmara de Vereadores de Jaboticabal - SP,Jaboticabal-SP,blue,35013
3524402,Jacareí,0,SE,SP,M,2020,233662,46694139000183,17275262.98,Câmara de Vereadores de Jacareí - SP,Jacareí-SP,blue,35050
3524501,Jaci,0,SE,SP,M,2020,7067,45142684000102,680136.4,Câmara de Vereadores de Jaci - SP,Jaci-SP,red,35004
3524600,Jacupiranga,0,SE,SP,M,2020,17866,46582185000190,1657495.7,Câmara de Vereadores de Jacupiranga - SP,Jacupiranga-SP,blue,35055
3524709,Jaguariúna,0,SE,SP,M,2020,57488,46410866000171,4056569.23,Câmara de Vereadores de Jaguariúna - SP,Jaguariúna-SP,blue,35032
3524808,Jales,0,SE,SP,M,2020,49107,45131885000104,2122734.3,Câmara de Vereadores de Jales - SP,Jales-SP,blue,35001
3524907,Jambeiro,0,SE,SP,M,2020,6602,45190824000100,866363.89,Câmara de Vereadores de Jambeiro - SP,Jambeiro-SP,red,35053
3525003,Jandira,0,SE,SP,M,2020,124937,46522991000173,8791616.17,Câmara de Vereadores de Jandira - SP,Jandira-SP,blue,35057
3525102,Jardinópolis,0,SE,SP,M,2020,44380,44229821000170,2507551.17,Câmara de Vereadores de Jardinópolis - SP,Jardinópolis-SP,blue,35014
3525201,Jarinu,0,SE,SP,M,2020,30044,45780079000159,2022934.34,Câmara de Vereadores de Jarinu - SP,Jarinu-SP,blue,35048
3525300,Jaú,0,SE,SP,M,2020,150252,46195079000154,4658545.98,Câmara de Vereadores de Jaú - SP,Jaú-SP,blue,35021
3525409,Jeriquara,0,SE,SP,M,2020,3159,45353315000150,663111.94,Câmara de Vereadores de Jeriquara - SP,Jeriquara-SP,red,35012
3525508,Joanópolis,0,SE,SP,M,2020,13220,45290418000119,943393.41,Câmara de Vereadores de Joanópolis - SP,Joanópolis-SP,blue,35048
3525607,João Ramalho,0,SE,SP,M,2020,4523,46444790000103,695055.18,Câmara de Vereadores de João Ramalho - SP,João Ramalho-SP,red,35036
3525706,José Bonifácio,0,SE,SP,M,2020,37015,45141132000171,2213843.6,Câmara de Vereadores de José Bonifácio - SP,José Bonifácio-SP,blue,35004
3525805,Júlio Mesquita,0,SE,SP,M,2020,4776,44518496000165,517170.2,Câmara de Vereadores de Júlio Mesquita - SP,Júlio Mesquita-SP,red,35019
3525854,Jumirim,0,SE,SP,M,2020,3367,01612150000119,553436.81,Câmara de Vereadores de Jumirim - SP,Jumirim-SP,red,35028
3525904,Jundiaí,0,SE,SP,M,2020,418962,45780103000150,24765761.87,Câmara de Vereadores de Jundiaí - SP,Jundiaí-SP,blue,35047
3526001,Junqueirópolis,0,SE,SP,M,2020,20679,44881449000181,1065604.47,Câmara de Vereadores de Junqueirópolis - SP,Junqueirópolis-SP,blue,35034
3526100,Juquiá,0,SE,SP,M,2020,18812,46585964000140,1680357.67,Câmara de Vereadores de Juquiá - SP,Juquiá-SP,blue,35055
3526209,Juquitiba,0,SE,SP,M,2020,31444,46523155000103,1761696.55,Câmara de Vereadores de Juquitiba - SP,Juquitiba-SP,blue,35060
3526308,Lagoinha,0,SE,SP,M,2020,4896,45167111000125,503509.5,Câmara de Vereadores de Lagoinha - SP,Lagoinha-SP,red,35053
3526407,Laranjal Paulista,0,SE,SP,M,2020,28516,46634606000180,1789918.66,Câmara de Vereadores de Laranjal Paulista - SP,Laranjal Paulista-SP,blue,35043
3526506,Lavínia,0,SE,SP,M,2020,11980,44437820000110,777516.16,Câmara de Vereadores de Lavínia - SP,Lavínia-SP,blue,35017
3526605,Lavrinhas,0,SE,SP,M,2020,7260,45200029000155,NA,NA,Lavrinhas-SP,red,35051
3526704,Leme,0,SE,SP,M,2020,103391,46362661000168,5333320.53,Câmara de Vereadores de Leme - SP,Leme-SP,blue,35027
3526803,Lençóis Paulista,0,SE,SP,M,2020,68432,46200846000176,3234142.72,Câmara de Vereadores de Lençóis Paulista - SP,Lençóis Paulista-SP,blue,35020
3526902,Limeira,0,SE,SP,M,2020,306114,45132495000140,18712064.88,Câmara de Vereadores de Limeira - SP,Limeira-SP,blue,35027
3527009,Lindóia,0,SE,SP,M,2020,7980,45678000000183,523908.36,Câmara de Vereadores de Lindóia - SP,Lindóia-SP,red,35033
3527108,Lins,0,SE,SP,M,2020,78013,44531788000138,5107318.71,Câmara de Vereadores de Lins - SP,Lins-SP,blue,35019
3527207,Lorena,0,SE,SP,M,2020,88706,47563739000175,6924858.77,Câmara de Vereadores de Lorena - SP,Lorena-SP,blue,35051
3527256,Lourdes,0,SE,SP,M,2020,2289,59767921000127,495831.66,Câmara de Vereadores de Lourdes - SP,Lourdes-SP,red,35018
3527306,Louveira,0,SE,SP,M,2020,48885,46363933000144,8636485.12,Câmara de Vereadores de Louveira - SP,Louveira-SP,blue,35047
3527405,Lucélia,0,SE,SP,M,2020,21747,44919918000104,1519502.01,Câmara de Vereadores de Lucélia - SP,Lucélia-SP,blue,35035
3527504,Lucianópolis,0,SE,SP,M,2020,2394,44518504000173,253957.6,Câmara de Vereadores de Lucianópolis - SP,Lucianópolis-SP,red,35020
3527603,Luís Antônio,0,SE,SP,M,2020,14947,45368016000190,1891362.74,Câmara de Vereadores de Luís Antônio - SP,Luís Antônio-SP,blue,35014
3527702,Luiziânia,0,SE,SP,M,2020,5790,44441558000188,739921.87,Câmara de Vereadores de Luiziânia - SP,Luiziânia-SP,red,35018
3527801,Lupércio,0,SE,SP,M,2020,4584,44518397000183,NA,NA,Lupércio-SP,red,35038
3527900,Lutécia,0,SE,SP,M,2020,2649,44544880000132,411445.5,Câmara de Vereadores de Lutécia - SP,Lutécia-SP,red,35039
3528007,Macatuba,0,SE,SP,M,2020,17163,46200853000178,1679794.08,Câmara de Vereadores de Macatuba - SP,Macatuba-SP,blue,35021
3528106,Macaubal,0,SE,SP,M,2020,8120,51848943000100,624521.34,Câmara de Vereadores de Macaubal - SP,Macaubal-SP,red,35007
3528205,Macedônia,0,SE,SP,M,2020,3698,45115912000147,673015.26,Câmara de Vereadores de Macedônia - SP,Macedônia-SP,red,35002
3528304,Magda,0,SE,SP,M,2020,3119,45660628000151,923760.14,Câmara de Vereadores de Magda - SP,Magda-SP,red,35006
3528403,Mairinque,0,SE,SP,M,2020,47150,45944428000120,NA,NA,Mairinque-SP,blue,35046
3528502,Mairiporã,0,SE,SP,M,2020,100179,46523163000150,6921237.73,Câmara de Vereadores de Mairiporã - SP,Mairiporã-SP,blue,35058
3528601,Manduri,0,SE,SP,M,2020,9846,46223749000107,587224.49,Câmara de Vereadores de Manduri - SP,Manduri-SP,red,35040
3528700,Marabá Paulista,0,SE,SP,M,2020,5853,45725355000186,NA,NA,Marabá Paulista-SP,red,35036
3528809,Maracaí,0,SE,SP,M,2020,14002,44494136000170,887935.93,Câmara de Vereadores de Maracaí - SP,Maracaí-SP,blue,35039
3528858,Marapoama,0,SE,SP,M,2020,3031,65712580000195,478306.9,Câmara de Vereadores de Marapoama - SP,Marapoama-SP,red,35008
3528908,Mariápolis,0,SE,SP,M,2020,4084,51405231000116,560326.3,Câmara de Vereadores de Mariápolis - SP,Mariápolis-SP,red,35035
3529005,Marília,0,SE,SP,M,2020,238882,44477909000100,9661288.76,Câmara de Vereadores de Marília - SP,Marília-SP,blue,35038
3529104,Marinópolis,0,SE,SP,M,2020,2112,45132719000114,446461.93,Câmara de Vereadores de Marinópolis - SP,Marinópolis-SP,red,35001
3529203,Martinópolis,0,SE,SP,M,2020,26461,44855443000130,1133326.89,Câmara de Vereadores de Martinópolis - SP,Martinópolis-SP,blue,35036
3529302,Matão,0,SE,SP,M,2020,83170,45270188000126,4462565.11,Câmara de Vereadores de Matão - SP,Matão-SP,blue,35024
3529401,Mauá,0,SE,SP,M,2020,472912,46522959000198,22903672.32,Câmara de Vereadores de Mauá - SP,Mauá-SP,blue,35061
3529500,Mendonça,0,SE,SP,M,2020,5490,46935110000146,656036.16,Câmara de Vereadores de Mendonça - SP,Mendonça-SP,red,35004
3529609,Meridiano,0,SE,SP,M,2020,3836,45116092000108,599909.92,Câmara de Vereadores de Meridiano - SP,Meridiano-SP,red,35002
3529658,Mesópolis,0,SE,SP,M,2020,1908,65712069000193,NA,NA,Mesópolis-SP,red,35001
3529708,Miguelópolis,0,SE,SP,M,2020,22226,45353307000104,2213824.41,Câmara de Vereadores de Miguelópolis - SP,Miguelópolis-SP,blue,35010
3529807,Mineiros do Tietê,0,SE,SP,M,2020,12908,46199253000137,306051.99,Câmara de Vereadores de Mineiros do Tietê - SP,Mineiros do Tietê-SP,blue,35021
3529906,Miracatu,0,SE,SP,M,2020,19779,46583654000196,1850181.01,Câmara de Vereadores de Miracatu - SP,Miracatu-SP,blue,35055
3530003,Mira Estrela,0,SE,SP,M,2020,3086,45116290000171,682885.85,Câmara de Vereadores de Mira Estrela - SP,Mira Estrela-SP,red,35002
3530102,Mirandópolis,0,SE,SP,M,2020,29564,44438968000170,NA,NA,Mirandópolis-SP,blue,35016
3530201,Mirante do Paranapanema,0,SE,SP,M,2020,18259,44937365000112,NA,NA,Mirante do Paranapanema-SP,blue,35036
3530300,Mirassol,0,SE,SP,M,2020,59824,46612032000149,1717651.56,Câmara de Vereadores de Mirassol - SP,Mirassol-SP,blue,35004
3530409,Mirassolândia,0,SE,SP,M,2020,4871,45144748000104,332668.84,Câmara de Vereadores de Mirassolândia - SP,Mirassolândia-SP,red,35004
3530508,Mococa,0,SE,SP,M,2020,68885,44763928000101,1814461.82,Câmara de Vereadores de Mococa - SP,Mococa-SP,blue,35030
3530607,Mogi das Cruzes,0,SE,SP,M,2020,445842,46523270000188,24020925.16,Câmara de Vereadores de Mogi das Cruzes - SP,Mogi das Cruzes-SP,blue,35062
3530706,Mogi Guaçu,0,SE,SP,M,2020,151888,45301264000113,6633976.9,Câmara de Vereadores de Mogi Guaçu - SP,Mogi Guaçu-SP,blue,35031
3530805,Mogi Mirim,0,SE,SP,M,2020,93189,45332095000189,5899963.4,Câmara de Vereadores de Mogi Mirim - SP,Mogi Mirim-SP,blue,35031
3530904,Mombuca,0,SE,SP,M,2020,3493,44723765000125,652963.48,Câmara de Vereadores de Mombuca - SP,Mombuca-SP,red,35028
3531001,Monções,0,SE,SP,M,2020,2259,59854927000131,NA,NA,Monções-SP,red,35007
3531100,Mongaguá,0,SE,SP,M,2020,56702,46578506000183,6821497.96,Câmara de Vereadores de Mongaguá - SP,Mongaguá-SP,blue,35056
3531209,Monte Alegre do Sul,0,SE,SP,M,2020,8038,52846144000167,788697.19,Câmara de Vereadores de Monte Alegre do Sul - SP,Monte Alegre do Sul-SP,red,35033
3531308,Monte Alto,0,SE,SP,M,2020,50498,51816247000111,2152854.31,Câmara de Vereadores de Monte Alto - SP,Monte Alto-SP,blue,35013
3531407,Monte Aprazível,0,SE,SP,M,2020,25087,53221701000117,1939468.04,Câmara de Vereadores de Monte Aprazível - SP,Monte Aprazível-SP,blue,35007
3531506,Monte Azul Paulista,0,SE,SP,M,2020,19008,52942380000187,1441848.22,Câmara de Vereadores de Monte Azul Paulista - SP,Monte Azul Paulista-SP,blue,35013
3531605,Monte Castelo,0,SE,SP,M,2020,4166,44882074000174,NA,NA,Monte Castelo-SP,red,35034
3531704,Monteiro Lobato,0,SE,SP,M,2020,4653,46643482000107,577322.95,Câmara de Vereadores de Monteiro Lobato - SP,Monteiro Lobato-SP,red,35049
3531803,Monte Mor,0,SE,SP,M,2020,59772,45787652000156,5398968.02,Câmara de Vereadores de Monte Mor - SP,Monte Mor-SP,blue,35032
3531902,Morro Agudo,0,SE,SP,M,2020,32968,45345899000112,1204329.83,Câmara de Vereadores de Morro Agudo - SP,Morro Agudo-SP,blue,35010
3532009,Morungaba,0,SE,SP,M,2020,13622,45755238000165,1029139.11,Câmara de Vereadores de Morungaba - SP,Morungaba-SP,blue,35048
3532058,Motuca,0,SE,SP,M,2020,4758,68319987000145,359539.46,Câmara de Vereadores de Motuca - SP,Motuca-SP,red,35024
3532108,Murutinga do Sul,0,SE,SP,M,2020,4486,44430221000175,552064.17,Câmara de Vereadores de Murutinga do Sul - SP,Murutinga do Sul-SP,red,35016
3532157,Nantes,0,SE,SP,M,2020,3141,01557530000106,838378.48,Câmara de Vereadores de Nantes - SP,Nantes-SP,red,35039
3532207,Narandiba,0,SE,SP,M,2020,4857,44857027000170,1014955.8,Câmara de Vereadores de Narandiba - SP,Narandiba-SP,red,35036
3532306,Natividade da Serra,0,SE,SP,M,2020,6661,45686227000170,753093.21,Câmara de Vereadores de Natividade da Serra - SP,Natividade da Serra-SP,red,35053
3532405,Nazaré Paulista,0,SE,SP,M,2020,18524,45279643000154,1384245.72,Câmara de Vereadores de Nazaré Paulista - SP,Nazaré Paulista-SP,blue,35048
3532504,Neves Paulista,0,SE,SP,M,2020,8930,45145414000147,792710.18,Câmara de Vereadores de Neves Paulista - SP,Neves Paulista-SP,red,35007
3532603,Nhandeara,0,SE,SP,M,2020,11478,45146271000198,794979.21,Câmara de Vereadores de Nhandeara - SP,Nhandeara-SP,blue,35007
3532702,Nipoã,0,SE,SP,M,2020,5213,49107725000172,659950.42,Câmara de Vereadores de Nipoã - SP,Nipoã-SP,red,35007
3532801,Nova Aliança,0,SE,SP,M,2020,6973,45094232000194,371858.27,Câmara de Vereadores de Nova Aliança - SP,Nova Aliança-SP,red,35004
3532827,Nova Campina,0,SE,SP,M,2020,9755,60123072000158,NA,NA,Nova Campina-SP,red,35041
3532843,Nova Canaã Paulista,0,SE,SP,M,2020,1881,65711954000158,596967.72,Câmara de Vereadores de Nova Canaã Paulista - SP,Nova Canaã Paulista-SP,red,35001
3532868,Nova Castilho,0,SE,SP,M,2020,1267,01613202000171,697955.26,Câmara de Vereadores de Nova Castilho - SP,Nova Castilho-SP,red,35006
3532900,Nova Europa,0,SE,SP,M,2020,11186,71989982000134,1126856.19,Câmara de Vereadores de Nova Europa - SP,Nova Europa-SP,blue,35024
3533007,Nova Granada,0,SE,SP,M,2020,21500,45147733000191,869173.98,Câmara de Vereadores de Nova Granada - SP,Nova Granada-SP,blue,35004
3533106,Nova Guataporanga,0,SE,SP,M,2020,2316,44882223000103,379792.79,Câmara de Vereadores de Nova Guataporanga - SP,Nova Guataporanga-SP,red,35034
3533205,Nova Independência,0,SE,SP,M,2020,3969,44430429000194,1189305.98,Câmara de Vereadores de Nova Independência - SP,Nova Independência-SP,red,35016
3533254,Novais,0,SE,SP,M,2020,5830,65711699000143,504252.77,Câmara de Vereadores de Novais - SP,Novais-SP,red,35005
3533304,Nova Luzitânia,0,SE,SP,M,2020,4101,53099149000136,611895.64,Câmara de Vereadores de Nova Luzitânia - SP,Nova Luzitânia-SP,red,35006
3533403,Nova Odessa,0,SE,SP,M,2020,60174,45781184000102,3616021.9,Câmara de Vereadores de Nova Odessa - SP,Nova Odessa-SP,blue,35032
3533502,Novo Horizonte,0,SE,SP,M,2020,41052,45152139000199,2819569.09,Câmara de Vereadores de Novo Horizonte - SP,Novo Horizonte-SP,blue,35008
3533601,Nuporanga,0,SE,SP,M,2020,7432,46754388000117,1043372.5,Câmara de Vereadores de Nuporanga - SP,Nuporanga-SP,red,35010
3533700,Ocauçu,0,SE,SP,M,2020,4289,44482248000101,554990.47,Câmara de Vereadores de Ocauçu - SP,Ocauçu-SP,red,35038
3533809,Óleo,0,SE,SP,M,2020,2496,46223764000147,654241.96,Câmara de Vereadores de Óleo - SP,Óleo-SP,red,35040
3533908,Olímpia,0,SE,SP,M,2020,54772,46596151000155,2464309.96,Câmara de Vereadores de Olímpia - SP,Olímpia-SP,blue,35004
3534005,Onda Verde,0,SE,SP,M,2020,4381,45148699000170,861287.47,Câmara de Vereadores de Onda Verde - SP,Onda Verde-SP,red,35004
3534104,Oriente,0,SE,SP,M,2020,6515,44482552000159,524042.01,Câmara de Vereadores de Oriente - SP,Oriente-SP,red,35038
3534203,Orindiúva,0,SE,SP,M,2020,7066,45148970000177,821981.28,Câmara de Vereadores de Orindiúva - SP,Orindiúva-SP,red,35004
3534302,Orlândia,0,SE,SP,M,2020,44028,45351749000111,861770.18,Câmara de Vereadores de Orlândia - SP,Orlândia-SP,blue,35010
3534401,Osasco,0,SE,SP,M,2020,698418,46523171000104,33581661.72,Câmara de Vereadores de Osasco - SP,Osasco-SP,blue,35057
3534500,Oscar Bressane,0,SE,SP,M,2020,2603,44544898000134,320094.31,Câmara de Vereadores de Oscar Bressane - SP,Oscar Bressane-SP,red,35038
3534609,Osvaldo Cruz,0,SE,SP,M,2020,32879,53300356000107,1551262.19,Câmara de Vereadores de Osvaldo Cruz - SP,Osvaldo Cruz-SP,blue,35035
3534708,Ourinhos,0,SE,SP,M,2020,113542,53415717000160,5914229.66,Câmara de Vereadores de Ourinhos - SP,Ourinhos-SP,blue,35040
3534757,Ouroeste,0,SE,SP,M,2020,10361,01611213000112,2131234.34,Câmara de Vereadores de Ouroeste - SP,Ouroeste-SP,blue,35002
